id,addr_stree,addr_house,addr_postc,addr_subur,air_condit,amenity,biergarten,brand,capacity,contact_ph,contact_we,cuisine,delivery,descriptio,diet_vegan,diet_veget,indoor_sea,indoor_s_1,internet_a,internet_1,name,opening_ho,outdoor_se,smoking,takeaway,wheelchair,Lat,Lon,Brick,_Distance
node/1311121748,Kantstraße,"118",10625,,,restaurant,,,,,,japanese,,,,,,,,,Udagawa,Mo-Su 12:00-23:30,,,,limited,52.506340000000002,13.309820999999999,Charlottenburg-Wilmersdorf,187.326174699679399
node/1311121790,,,,,,restaurant,,,,,,italian,,,,,,,,,Salumeria Rosa,"Mo-Fr 12:00-15:00; PH,Sa,Su off",,,,no,52.506501999999998,13.290991999999999,Charlottenburg-Wilmersdorf,72.949971834688242
node/1311121926,Kantstraße,"50",10625,Charlottenburg,,restaurant,,,,,http://minakami-jfk.de/,japanese,"Mo-Su,PH 12:00-24:00",,yes,yes,true,,,,Minakami,"Mo-We 17:00-23:00; Th-Su 12:00-23:00",yes,,,no,52.506656999999997,13.310008000000000,Charlottenburg-Wilmersdorf,195.012578719486669
node/1311479658,,,,,,restaurant,,,,,http://phan-gia.de/,thai,,Küche schließt um 22:30 Uhr.,,,,,,,Phan Gia,"Mo off; Tu-Su 12:00-23:00",,,,no,52.525531000000001,13.306390000000000,Charlottenburg-Wilmersdorf,30.224390712453271
node/1312437476,,,,,,restaurant,,,,,,german,,,,,,,,,Zum Ulrich,,,,,,52.505724000000001,13.588301000000000,Marzahn-Hellersdorf,19.997878349547424
node/1314411062,Tempelhofer Damm,"104",12099,Tempelhof,,restaurant,,,,+49 30 77008140,http://www.mamoni.de/,italian,,,no,yes,,,no,,Trattoria Toscana,Tu-Su 11:00-24:00,yes,,,limited,52.471389000000002,13.385054000000000,Tempelhof-Schöneberg,39.903964268231420
node/1316635844,Schubartstraße,"47",13509,Borsigwalde,,restaurant,,,,,,italian,,,,,,,,,Trattoria da Ciro,"Mo-Fr 12:00-23:00, Sa 16:00-23:00",,,,no,52.583905999999999,13.302783000000000,Reinickendorf,37.435069534675499
node/1317437029,Grolmanstraße,,10623,Charlottenburg,,restaurant,,,,,,indian,,,,,,,,,Ajanta,,,,,no,52.508544000000001,13.320017999999999,Charlottenburg-Wilmersdorf,297.647550911210885
node/1323737289,Gosener Damm,"1",12559,Müggelheim,,restaurant,,,,,,german,,,,,,,,,Cafe No. 1,,yes,,,yes,52.410747000000001,13.665089000000000,Treptow-Köpenick,63.809983658002750
node/1323984172,Zur Alten Flussbadeanstalt,"5",10317,Rummelsburg,,restaurant,,,"50",,,german,no,,,,true,,yes,,Hafenküche,,yes,outside,no,yes,52.491354999999999,13.489023000000000,Lichtenberg,214.199494581298836
node/1328187706,Alt-Moabit,"98",10559,Moabit,true,restaurant,,,,+49 30 39881426,https://paulaner-im-spreebogen.de/,german,,,,yes,true,,,,Paulaner im Spreebogen,"PH,Mo-Su 11:30-23:00",yes,outside,,limited,52.524296999999997,13.346439999999999,Mitte,100.911568424754407
node/1328524168,Greifswalder Straße,"216",10405,Prenzlauer Berg,,restaurant,,,,+49 30 44352062,,thai,,,,,true,,,,Golden Choice,,yes,,,yes,52.531416999999998,13.426990000000000,Pankow,162.733519771770318
node/1330618201,Matterhornstraße,"101",14129,Schlachtensee,,restaurant,,,,,,international,,,,,,,,,Wirtshaus an der Rehwiese,Th-Tu 12:00-22:00,yes,,,limited,52.434255000000000,13.203374999999999,Steglitz-Zehlendorf,191.355863722208909
node/1331758242,Freiheit,"5",12555,Köpenick,,restaurant,,,,+49 30 65853506,https://wohin.eatbu.com,vietnamese,yes,,,,,,,,Wohin,"Mo-Fr 11:30-22:00;Sa-Su 12:00-22:00",,,,,52.447290000000002,13.577000000000000,Treptow-Köpenick,97.086943597301740
node/1334480462,Tempelherrenstraße,"2",10961,,,restaurant,,,,,,italian,,,no,yes,true,,,,Pizzeria Laila,"Mo-Fr 12:00-24:00; Sa-Su 15:00-24:00",yes,,yes,no,52.494697000000002,13.400710000000000,Friedrichshain-Kreuzberg,52.405300239310129
node/10287524321,,,,,,restaurant,,,,,,italian,,,,,,,,,La Focacceria,Tu-Su 16:00-24:00,,,,,52.483601000000000,13.435387000000000,Neukölln,57.050484561409590
node/1336671067,,,,,,restaurant,,,,,,mediterranean,,,,,,,,,Mezehaus,,yes,,,no,52.500996999999998,13.419929000000000,Friedrichshain-Kreuzberg,23.537089364799670
node/1336684264,Märkische Allee,176 - 178,12681,Marzahn,,restaurant,,,,,,american,,,,,true,,,,Play Off Marzahn,"Mo-Th 14:00-23:00, Fr 14:00-01:00, Sa 12:00-01:00, Su 12:00-21:00",no,,,yes,52.541798000000000,13.541931999999999,Marzahn-Hellersdorf,68.157104430041485
node/1336724282,,,,,,restaurant,,,,,,japanese,,,,,true,,,,Kikko,"Mo-Fr 11:30-22:00; Sa,Su 11:30-23:00",yes,,,yes,52.444830000000003,13.573878000000001,Treptow-Köpenick,65.858560853654723
node/1339974948,Hasensprung,"29",10318,Karlshorst,,restaurant,,,,,,german,,,,no,true,,,,Gaststätte Floratreff,"We-Fr 15:00-22:00; Sa-Su 12:00-22:00",yes,,,,52.477995999999997,13.541492999999999,Lichtenberg,912.326218176443035
node/1340883148,,,,,,restaurant,,,,,,chinese,,,,,,,,,China Town Restaurant,,,,,,52.415244000000001,13.400313000000001,Tempelhof-Schöneberg,45.706648417853827
node/1345869859,Köpenicker Landstraße,"238",12437,Baumschulenweg,,restaurant,,,,,,asian,,,,,,,,,Omy - Asia Kitchen & Sushi Bar,,,,,no,52.469538999999997,13.490024999999999,Treptow-Köpenick,63.444882684149718
node/1346939694,Brückenstraße,"2",10179,Mitte,,restaurant,,,,+49 30 22034233,https://erbilfresh,iraqi,,,yes,yes,true,,wlan,customers,Erbil,"Mo-Fr 11:00-23:00; Sa,Su 14:00-23:00",no,,,limited,52.511876000000001,13.417078000000000,Mitte,110.031758475036639
node/1347365381,Habichtstraße,"14",13505,,,restaurant,,,,,,italian,,,,,,,,,Caffe Trattoria Nisi,Tu-Su 12:00-21:00,,,,limited,52.585628999999997,13.232138000000001,Reinickendorf,29.000854836106644
node/1348082099,Bundesallee,"93",12161,Friedenau,,restaurant,,,,,,korean,,,,,,,,,Arirang Matzip,"Mo-Sa 12:00-16:00,16:30-22:00; PH,Su 12:00-15:30,16:00-21:00",,,,limited,52.466771000000001,13.328016000000000,Tempelhof-Schöneberg,128.392686358798187
node/1348552221,Emser Straße,"96",12051,Neukölln,,restaurant,,,,,,african,,,,,,,,,Next Level African Food,,,,,,52.468021999999998,13.427870000000000,Neukölln,114.782124224823946
node/1348720485,Eisenbahnstraße,"5",10997,Kreuzberg,,restaurant,,,,,,afghan,,,,,true,,,,Chili Chutney,Mo-Sa 09:00-20:00,yes,no,,no,52.501950999999998,13.432361000000000,Friedrichshain-Kreuzberg,258.186681907519187
node/1348720516,Eisenbahnstraße,"7",10997,Kreuzberg,,restaurant,,,,,,italian,,,,,,,,,Umberto,,,,,,52.502141999999999,13.432537000000000,Friedrichshain-Kreuzberg,278.287339392524814
node/1349297207,,,,,,restaurant,,,,,,balkan,,,,,,,,,Arkade,"Tu-Su 12:00-21:00; PH 12:00-21:00",,outside,,limited,52.451844999999999,13.378613000000000,Tempelhof-Schöneberg,475.629948223261124
node/1349331547,,,,,,restaurant,,,,+49 30 93951756,http://www.restaurant-aurel.de,italian,,,,,,,,,Restaurant Café Aurel,,,,,limited,52.466234999999998,13.383943000000000,Tempelhof-Schöneberg,72.535100386779533
node/1349696690,,,,,,restaurant,,,,+49 30 20605540,,italian,,,,,true,,,,Antica Lasagneria,"""Restaurant öffnet für Buchungen""",no,,,no,52.518676999999997,13.385604000000001,Mitte,119.527963758298299
node/1349696693,Neustädtische Kirchstraße,"6",10117,Mitte,,restaurant,,,,,,italian,,,,,true,,,,Il Punto,"Mo-Fr 12:00-23:00; Sa 17:00+",no,,,yes,52.518842999999997,13.385574999999999,Mitte,124.544041920474783
node/1349696700,Neustädtische Kirchstraße,"8",10117,Mitte,,restaurant,,,,,,german,,,,yes,true,,,,flamingo,Mo-Fr 07:00-18:00,yes,no,,yes,52.519624000000000,13.385529000000000,Mitte,115.617526604700842
node/1352734432,Erich-Weinert-Straße,"55",10439,Prenzlauer Berg,,restaurant,,,,,https://swaadrestaurant.de/,indian,,,yes,yes,true,,,,Swaad,Mo-Su 12:00-24:00,yes,outside,,limited,52.550091999999999,13.422373000000000,Pankow,59.304683999625205
node/1352860176,Hauptstraße,"14",10827,Schöneberg,,restaurant,,,,,,italian,,,,yes,true,,,,Da Dante,10:00-24:00,yes,,yes,no,52.487799000000003,13.357542000000000,Tempelhof-Schöneberg,18.006353653185293
node/1356032263,Brückenstraße,10a,10179,Mitte,,restaurant,,,,,http://www.harissa-berlin.de,international,,,,,,,,,Harissa Oriental Cuisine,"Mo-Fr 11:00-14:45; PH off",,,,no,52.512855000000002,13.417216000000000,Mitte,218.903929404058914
node/1357458668,Mariendorfer Damm,"310",12107,Mariendorf,,restaurant,,,,,,mexican,,,,,,,,,Cancún,"Su-Th 11:00-01:00, Fr-Sa 11:00-03:00",,,,yes,52.425519999999999,13.394541000000000,Tempelhof-Schöneberg,80.818359491741290
node/1357458673,Mariendorfer Damm,"320",12107,Mariendorf,,restaurant,,,,,,balkan,,,,,,,,,Restaurant Adlermühle,"Mo-Sa 12:00-24:00; Su 11:00-24:00; PH 11:00-24:00",,,,yes,52.424672999999999,13.394892000000000,Tempelhof-Schöneberg,99.211931480068003
node/1362779091,Schnellerstraße,"97",12439,Niederschöneweide,,restaurant,,,,,,greek,,,,yes,,,,,Artemis,"Mo off; Tu-Su 12:00-23:00",,,,yes,52.453209000000001,13.524163000000000,Treptow-Köpenick,36.787638483929726
node/1363488869,Rathausstraße,5-13,10178,Mitte,,restaurant,,,,+49 30 847 127 85,http://www.cancun-restaurant.de,mexican,,,yes,yes,true,,,,Cancún,"Mo-Sa 11:00-03:00, Su 09:00-03:00; PH 09:00-03:00",yes,outside,,yes,52.519075999999998,13.409444000000001,Mitte,123.817771995169068
node/1365271057,Schnellerstraße,"38",12439,Niederschöneweide,,restaurant,,,,,,italian,,,,,true,,,,Siena,"Tu-Sa 11:00-24:00; Su 10:00-22:00; Mo off",yes,,,,52.454304999999998,13.517398999999999,Treptow-Köpenick,128.000462868821927
node/1365702027,,,,,,restaurant,,,,,,croatian,,,,no,true,,,,Mali Raj,"PH,We-Mo 12:00-22:00",yes,,,,52.541908999999997,13.236750000000001,Spandau,50.215541246014006
node/1366542331,,,,,,restaurant,,,,,,italian,Mo-So 11:00-23:00,,,yes,,,,,Milano,"PH,Mo-So 11:00-23:00",,,yes,,52.543180000000000,13.239053000000000,Spandau,31.218889784785549
node/1367600772,Lübbener Straße,"1",10997,Kreuzberg,,restaurant,,,,+49 30 53167954,https://www.barraval.de/,spanish,,Tapasbar,yes,yes,true,,,,Bar Raval,17:00+,yes,,,limited,52.498047999999997,13.436370999999999,Friedrichshain-Kreuzberg,300.740560990205950
node/1369139525,,,,,,restaurant,,,,,,spanish,,,yes,yes,true,,,,La Esperanza,"Mo-Fr 11:00-23:00; Sa,Su 15:00-23:00",yes,,,no,52.527267999999999,13.386442000000001,Mitte,29.163367546845567
node/1374215640,Pappelallee,"19",10437,Prenzlauer Berg,false,restaurant,,,,,,vietnamese,,,yes,yes,true,,,,Gold Tiger,Mo-Su 12:00-23:30,yes,,,no,52.543751999999998,13.415501000000001,Pankow,37.313339128234013
node/1376631924,Eisenacher Straße,"86",10781,Schöneberg,,restaurant,,,,+49 30 2141607,http://www.bar-tolucci.de/,italian,,,,,true,,,,Bar Tolucci,Mo-Su 10:00-24:00,yes,,,no,52.490243000000000,13.348857000000001,Tempelhof-Schöneberg,117.660484227024469
node/1387132161,Moritzstraße,"24",13597,Spandau,,restaurant,,,,+49 30 24340110,https://www.yummy-spandau.de/,asian,,,,,,,,,YUMMY,"Mo-Sa 11:00-22:00; PH 12:00-22:00",,,,no,52.537604000000002,13.203277000000000,Spandau,84.122539270224564
node/1387559098,Krossener Straße,"21",10245,Friedrichshain,false,restaurant,,,,,,syrian,,,,yes,true,,,,Al-Gazali,Mo-Su 09:00-01:00,yes,outside,yes,no,52.510286999999998,13.459235000000000,Friedrichshain-Kreuzberg,112.270408869721606
node/1387869523,Reichenhaller Straße,"4",14199,Schmargendorf,,restaurant,,,,+49 30 83222088,http://www.nuovomario-grunewald.de/,italian,,,,yes,,,,,NuovoMario Berlin,11:00-23:00,,,,yes,52.477167999999999,13.290075000000000,Charlottenburg-Wilmersdorf,114.376594034699337
node/1387921995,,,,,,restaurant,,,,,,chinese,,,,,true,,,,Man-Far,,yes,,,no,52.533351000000003,13.158196999999999,Spandau,58.893946881571509
node/1388434455,Stephanstraße,"67",10559,Moabit,,restaurant,,,,"+49303951275",,italian,,,,,true,,,,Gianni,Mo-Fr 12:00-00:00,yes,,,no,52.534506999999998,13.353790999999999,Mitte,175.803335891530253
node/1389043774,Greifswalder Straße,"4",10405,Prenzlauer Berg,,restaurant,,,,"+493048827940",http://www.merhaba-restaurant.de/pberg/prenzlberg.htm,arab,,,no,yes,true,,,,Merhaba,Mo-Su 18:00-24:00,sidewalk,,,yes,52.528820000000003,13.424975999999999,Pankow,25.407194301281564
node/1389043783,Greifswalder Straße,"3",10405,,,restaurant,,,,,,vietnamese,,,,yes,true,,,,My Anh,"Sa off; Mo-Fr 12:00-22:00; PH,Su 10:00-22:00",yes,,,no,52.528661000000000,13.424778999999999,Pankow,24.482787174805480
node/1389419207,Torstraße,"69",10119,Prenzlauer Berg,,restaurant,,,,,,georgian,,,,yes,,,,,Golden Fleece,,,,,no,52.529328000000000,13.407658000000000,Pankow,83.887193706628139
node/1389419220,,,,,,restaurant,,,,,,italian,,,,,true,,,,La Galleria Italiana,,yes,,,limited,52.528260000000003,13.393598000000001,Mitte,30.559142493366188
node/1389956196,Choriner Straße,"62",10435,Prenzlauer Berg,,restaurant,,,,,,spanish,,,,,true,,,,Lola's Tapas,Tu-Sa 18:00+,yes,,,no,52.534911000000001,13.408556000000001,Pankow,191.058753450796672
node/1390784409,,,,,,restaurant,,,,,,italian,,,,,true,,,,La Pecora Nera,,yes,,,,52.477131000000000,13.421184000000000,Neukölln,343.181436618411738
node/1392330615,Bayerischer Platz,"8",10779,Schöneberg,,restaurant,,,,,,italian,,,,,true,,,,Ristorante Bella Italia,,yes,,,limited,52.488081000000001,13.339656000000000,Tempelhof-Schöneberg,58.453649577690626
node/1392695551,Innsbrucker Platz,"3",10827,Schöneberg,,restaurant,,,,+49 30 7819845,https://odessamama.de,ukrainian,,,,,true,,,,Odessa Mama,Tu-Su 12:00-22:00,yes,,,limited,52.478569999999998,13.345011000000000,Tempelhof-Schöneberg,135.324003155111740
node/1395153852,Bergmannstraße,"88",10961,Kreuzberg,,restaurant,,,,,,mexican,,,,,true,,,,Que Pasa,,yes,,no,limited,52.489283000000000,13.393592999999999,Friedrichshain-Kreuzberg,16.868986215557371
node/1396537109,Marienburger Straße,"9",10405,Prenzlauer Berg,,restaurant,,,,,http://www.la-criolla.de/,argentinian,,,,,true,,wlan,no,Casa de Empanadas,"Mo-We 11:00-16:00; Th-Fr 11:00-16:00, 17:00-21:00",yes,,,limited,52.534621000000001,13.424464000000000,Pankow,223.376355913081966
node/1396738369,,,,,,restaurant,,,,,,italian,,,,,,,,,Il Porto,,,,,,52.508997999999998,13.222258999999999,Charlottenburg-Wilmersdorf,311.873595826407040
node/1397070343,Rheinstraße,"49",12161,Friedenau,,restaurant,,,,,,asian,,,yes,yes,true,,,,Asia Time,Tu-Su 12:00-22:00,yes,,,no,52.467441000000001,13.331334000000000,Tempelhof-Schöneberg,144.735135817984883
node/1399712719,Rheinstraße,"43",12161,Friedenau,,restaurant,,,,,,chinese,,,,,,,,,Bambus China Restaurant,,,,,no,52.465761999999998,13.329658000000000,Tempelhof-Schöneberg,58.987058850095650
node/1399840488,,,,,,restaurant,,,,,,german,,,,,,,,,Ruderklause,"Th 16:00-22:00; Tu-Su 09:30-22:00",,,,,52.396107000000001,13.635982000000000,Treptow-Köpenick,333.116335127129673
node/1402153810,,,,,,restaurant,,,,,,german,,,,,,,no,,Die Sattmacher,"Mo-Fr 07:30-20:00; Sa-Su 08:30-20:00",,no,,yes,52.569110999999999,13.569029000000000,Marzahn-Hellersdorf,16.824609581803916
node/1403376399,Stresowplatz,"11",13597,Spandau,,restaurant,,,,,,indian,,,,,,,,,Indisches Restaurant Gandhi,"Tu-Sa 16:00-22:00, Su,PH 12:00-23:00, Mo off",yes,,,limited,52.533095000000003,13.205054000000001,Spandau,128.751622331207386
node/1405850098,Jagowstraße,"13",10555,Moabit,,restaurant,,,,,,chinese,,,,,true,,,,Master Wok's Asia Imbiss,"Mo-Fr 11:30-20:30; Su 14:00-20:30; PH 14:00-21:00",yes,outside,,no,52.522494000000002,13.334135000000000,Mitte,210.725304237793978
node/1408284327,Am Kupfergraben,6a,10117,Mitte,,restaurant,,,,,,german,,,yes,yes,true,,,,Enzian Bayrisches Wirtshaus,"Fr 13:00-21:00; Sa 13:00-22:00; Su 12:00-20:00",no,,,no,52.520114000000000,13.395452000000001,Mitte,76.779071995059041
node/1411169599,Nonnendammallee,"97",13629,Siemensstadt,,restaurant,,,,,,italian,,,,,,,,,Delizie da Vito,Mo-Fr 11:00-20:30,,,,,52.536931000000003,13.266788000000000,Spandau,61.101946598983254
node/1416600594,Fürstenwalder Damm,"848",12589,Rahnsdorf,,restaurant,,,,,,german,,,,,,,,,Restaurant & Strand-Biergarten Fisch-Borke,"Mar-Oct Mo-Fr 12:00-21:00, Mar-Oct Sa,Su 11:00-21:00",yes,,,,52.442936000000003,13.676824000000000,Treptow-Köpenick,293.694691581926406
node/1417433982,,,,,,restaurant,,,,,,german,,,,,true,,,,Köpenicker Seeterrassen,"Mo-Sa 11:00-18:00+; Su 10:00-18:00+",yes,,,yes,52.443970000000000,13.576828000000001,Treptow-Köpenick,35.446301493927855
node/1418640231,,,,,,restaurant,,,,,,balkan,,,,,,,,,Adria Grill,Mo-Su 12:00-18:00+,,,,,52.536408999999999,13.269069999999999,Spandau,72.038185953919125
node/1418640367,Rohrdamm,24b,13629,Siemensstadt,,restaurant,,,,,,german,,,,,,,,,Stammhaus Siemensstadt,,,,,,52.536431999999998,13.265288999999999,Spandau,99.556897570239130
node/1418640368,Nonnendammallee,"83",13629,Siemensstadt,,restaurant,,,,,,german,,Berliner Rouladenhaus,,,,,,,Gasthaus Zur Quelle,"Mo-Fr,Su 11:30-22:00; Sa 09:30-22:00",,,,,52.536403000000000,13.268053000000000,Spandau,14.867859137810473
node/1419134525,Quellweg,"23",13629,Siemensstadt,,restaurant,,,,,,indian,,,yes,only,,,,,Swadishta,Mo-Su 12:00-22:00,,,,no,52.537154000000001,13.268596000000001,Spandau,78.822547905044757
node/1419145174,,,,,,restaurant,,,,,,italian,,,,,,,,,La Pausa,,yes,,,yes,52.536847999999999,13.270872000000001,Spandau,91.907839103174737
node/1419184044,,,,,,restaurant,,,,,,german,,,,,,,,,WeinLounge,,,,,,52.535890000000002,13.273031000000000,Spandau,68.008723068743933
node/1422863790,,,,,,restaurant,,,,,,german,,,,,,,,,Restaurant Schweizerland,We-Su 12:00-22:00,yes,,,limited,52.423566000000001,13.287121000000001,Steglitz-Zehlendorf,114.795379134323341
node/1424459100,Siemensdamm,"43",13629,Siemensstadt,,restaurant,,,,,http://www.dioklecijan-split.berlin/,croatian,,,,,,,,,Dioklecian Split,"11:30-23:00; Su,PH 11:30-22:00",yes,,,no,52.535817999999999,13.275713000000000,Spandau,100.618253379660999
node/1424470087,Siemensdamm,"44",13629,Siemensstadt,,restaurant,,,,,,indian,,,,,,,,,Raj Mahaal,"Mo 11:30-17:00; Tu-Su 11:30-23:00",,,,limited,52.535893000000002,13.275459000000000,Spandau,83.492470509053774
node/1426226684,,,,,,restaurant,,,,,,italian,,,,,,,,,Ariano,,,,,,52.426763000000001,13.373858000000000,Tempelhof-Schöneberg,39.553645556092448
node/1433120469,Karl-Liebknecht-Straße,"3",10178,Mitte,,restaurant,,,,+49 30 238280,http://www.radissonblu.de/hotel-berlin,indian,,,,,,,,,Heat-Berlin,,yes,,,limited,52.519343999999997,13.402500000000000,Mitte,25.256247329037794
node/1435395546,Parkaue,32-34,10367,Lichtenberg,,restaurant,,,,,,german,,,,,,,,,Gasthaus Parkblick,"Mo-Fr 13:00-18:00+, Sa-Su 15:00-18:00+",,,,no,52.516652000000001,13.478546000000000,Lichtenberg,77.816384911912593
node/1446833043,Flughafenstraße,"46",12053,Neukölln,,restaurant,,,,,,italian,,,,,,,,,Lavanderia Vecchia,"Mo-Sa 12:00-15:00, Mo-Sa 19:30-24:00 ""Reservation needed""",,,,yes,52.481510999999998,13.426475000000000,Neukölln,169.992461452444900
node/1449538232,Schumannstraße,14A,10117,Mitte,,restaurant,,,,+49 1520 7028831,,german,,,,,,,,,TamTam,"Mo-Fr 09:00-20:00; Sa,Su 16:30-20:00",yes,,,no,52.524242999999998,13.381622000000000,Mitte,153.250474002778958
node/1450379591,Berliner Allee,"126",13088,Weißensee,,restaurant,,,,+49 30 92407909,,vietnamese,,,,,,,,,Bambus am See,Mo-Su 11:00-22:30,,,,yes,52.550561000000002,13.461874999999999,Pankow,133.937661524019092
node/1450606522,,,,,,restaurant,,,,,,german,,,,,,,,,Café & Restaurant am Petriplatz,We-Su 09:00-16:00,,outside,,no,52.512920000000001,13.403261000000001,Mitte,167.104108557824759
node/1453702357,Uhlandstraße,"4",10623,Charlottenburg,,restaurant,,,,,,italian,,,,,,,,,Latino,"Mo-Fr 11:00-01:00, Sa,Su 16:00-01:00",,,,limited,52.507331999999998,13.325775999999999,Charlottenburg-Wilmersdorf,181.205368517406583
node/1453995663,Ritterstraße,60b,10969,Kreuzberg,,restaurant,,,,,,italian,,,,,true,,,,La Piccola,Mo-Su 10:30-23:30,yes,,,no,52.505403000000001,13.397427000000000,Friedrichshain-Kreuzberg,157.968763114277920
node/1461549274,Tauentzienstraße,9-12,10789,Charlottenburg,,restaurant,,,,,,german,,,,,,,,,Bavarian,,,,,yes,52.504607000000000,13.338056999999999,Charlottenburg-Wilmersdorf,57.804034133249829
node/1472157629,Weserstraße,"5",12047,Neukölln,,restaurant,,,,,,indian,,,yes,yes,true,,,,Avatar,"PH,Mo-Su 11:30-24:00",yes,,,limited,52.488194000000000,13.427087000000000,Neukölln,107.608075966151191
node/1474858248,Oranienburger Straße,"69",10117,Mitte,,restaurant,,,,+49-30-283-27-97,,thai,,,,yes,true,,,,Kamala,"Mo-Fr 11:30-15:00,18:00-22:00; Sa 13:00-22:00",yes,,,no,52.524901999999997,13.392466000000001,Mitte,22.859805993718517
node/1478859727,Alt-Lichtenrade,"45",12305,Lichtenrade,,restaurant,,,,,,italian,,,yes,yes,,,,,La Maria,Mo-Su 12:00-23:00,,,,yes,52.399540999999999,13.409986999999999,Tempelhof-Schöneberg,46.391658401063395
node/1479009873,Dircksenstraße,"93",10178,Mitte,,restaurant,,,,,,vietnamese,,,,yes,true,,,,Viet Street,"PH,Mo-Su 12:00+",yes,,,,52.518120000000003,13.415414999999999,Mitte,205.518309457674604
node/1484847608,Hedemannstraße,"31",10963,Kreuzberg,,restaurant,,,,,,italian,,,,,true,,,,Diomira,Mo-Su 12:00-24:00,yes,,,limited,52.502617999999998,13.385152000000000,Friedrichshain-Kreuzberg,222.384186237317493
node/1492453815,Dolgenseestraße,11A,10319,Friedrichsfelde,,restaurant,,,,+49 30 5138806,https://www.marcopolo-uno.de/,italian,,,no,yes,true,,no,,Marco Polo Uno,"Mo-Su,PH 11:00-24:00",yes,separated,,yes,52.492933999999998,13.506539999999999,Lichtenberg,106.905761063196820
node/1493300556,Kantstraße,"16",10623,Charlottenburg,,restaurant,,,,,http://www.trattoria-tatou.de/,italian,,,,,true,,,,Cafe Tatou,Mo-Sa 11:00-23:00,yes,,,no,52.505769999999998,13.326325000000001,Charlottenburg-Wilmersdorf,34.336553468781425
node/1496184518,Bundesallee,"95",12161,,,restaurant,,,,,,thai,,,,yes,,,,,Ratana,"Tu-Fr 16:00-22:00; Sa,Su 12:00-22:00",,,,yes,52.466504000000000,13.327983000000000,Tempelhof-Schöneberg,106.001625663953263
node/1497928844,Tegeler Straße,29A,13353,Wedding,false,restaurant,,,,,,korean,yes,,,yes,true,,wlan,,Chibee Chicken & Beer,"Tu-Sa 12:00-22:00; Su 14:00-22:00",yes,outside,yes,limited,52.542898999999998,13.356168000000000,Mitte,140.190428730484257
node/1499645480,,,,,,restaurant,,,,,,german,,,,,,,,,,,,,,,52.478510000000000,13.380910000000000,Tempelhof-Schöneberg,164.853226769887982
node/1500101512,Karl-Kunger-Straße,"69",12435,Alt-Treptow,,restaurant,,,,,https://www.treptowerklause.de/,international,,,yes,yes,,,,,Treptower Klause,We-Sa 18:00-22:00,yes,,,limited,52.492719000000001,13.445176999999999,Treptow-Köpenick,33.641434748255143
node/1503830457,Rhinower Straße,"10",10437,Prenzlauer Berg,,restaurant,,,,,,italian,,,,,,,,,Orlando Gourmet Street Food,Tu-Sa 17:00-23:00,,,,,52.548178999999998,13.409637000000000,Pankow,287.902828762780416
node/1504352637,Britzer Damm,"18",12347,Britz,,restaurant,,,,,,chinese,no,,no,yes,true,,,,Fu Long,"Tu-Su 13:00-19:00; Mo off",no,,yes,no,52.461497000000001,13.434635000000000,Neukölln,53.942612259440665
node/1504568070,Sanderstraße,10A,12047,Neukölln,,restaurant,,,,,,italian,,Osteria / Weinhandel,no,yes,true,,,,Sippi,Mo-Su 18:00+,yes,,,limited,52.492305000000002,13.425584000000001,Neukölln,216.453258878525190
node/1509659321,Pallasstraße,"21",10781,Schöneberg,,restaurant,,,,+49 30 81474769,,korean,,,,yes,true,,,,Ixthys,"Mo-Sa 12:00-21:30; Su, PH off",yes,no,,limited,52.494591999999997,13.354395000000000,Tempelhof-Schöneberg,76.785160655108911
node/1512604659,Veteranenstraße,"10",10119,Mitte,,restaurant,,,,,,chinese,,,,,true,,,,the Butterfly Lovers,"Tu-Th 12:00-15:30,17:30-23:00; Fr 12:00-15:30,17:30-23:59; Sa 13:00-23:59",yes,,yes,yes,52.533101000000002,13.401557000000000,Mitte,139.791006330218636
node/1522122185,Goltzstraße,"52",10781,,false,restaurant,,,,+49 30 54716651,http://www.chichikan.de/,chinese,,,yes,yes,true,,,,Chi-Chi-Kan,"Tu-Su,PH 12:00-23:00",yes,,,no,52.489983000000002,13.352964999999999,Tempelhof-Schöneberg,42.426432083937662
node/1523301311,Königsberger Straße,"7",12207,Lichterfelde,,restaurant,,,,+49 30 76885730,,italian,,,,,,,,,Ristorante Al Dente,Mo-Su 12:00-23:00,,,yes,,52.429411000000002,13.322550000000000,Steglitz-Zehlendorf,57.217442691646582
node/1527932647,Karl-Marx-Straße,"35",12043,Neukölln,,restaurant,,,,,,turkish,,,,,true,,,,Gözleme,"Mo,Tu,Th-Sa 11:00-21:30; Su 12:00-21:30",yes,,,limited,52.484181000000000,13.429525999999999,Neukölln,112.792405680346022
node/1531384318,Achillesstraße,"54",13125,Karow,,restaurant,,,,,,greek,,,,,,,,,Zeus,"Tu-Su 12:00-23:00; PH Mo 12:00-23:00; PH +1 day Tu off ""Montag Ruhetag, außer an Feiertagen, dann Dienstag Ruhetag""",,,,yes,52.617832000000000,13.487012000000000,Pankow,23.068053392372292
node/1532486903,Steglitzer Damm,"90",12169,Steglitz,,restaurant,,,,,,italian,,,yes,yes,,,,,La Ronda,Th-Tu 11:30-22:00,yes,,,no,52.449122000000003,13.352447000000000,Steglitz-Zehlendorf,33.354468383833890
