addr_postc,addr_subur,air_condit,amenity,biergarten,brand,capacity,contact_ph,contact_we,cuisine,delivery,descriptio,diet_vegan,diet_veget,indoor_sea,indoor_s_1,internet_a,internet_1,name,opening_ho,outdoor_se,smoking,takeaway,wheelchair,Lat,Lon,Brick
12305,,,restaurant,,,,,,thai,,,,,,,,,Hoa Sen,Mo-Su 11:00-22:00,,,,no,52.413224000000000,13.401560000000000,Tempelhof-Schöneberg
10437,Prenzlauer Berg,,restaurant,,,,,,palestinian,,,,only,,,,,Alin,Tu-Su 12:00-20:00,,,yes,no,52.540654000000004,13.405412000000000,Pankow
10629,Charlottenburg,,restaurant,,,,+49 30 3244717,https://www.restaurant-charlottchen.de/,international,,,,,,,,,Restaurant Charlottchen,"Sa,Su,PH 10:00+; Tu-Fr 17:00+",,,,yes,52.502960000000002,13.300466999999999,Charlottenburg-Wilmersdorf
10407,Prenzlauer Berg,,restaurant,,,,+49 30 4250506,http://www.chez-maurice.com,french,,,,,,,,,Chez Maurice,Mo-Sa 16:00-23:00,,,,limited,52.532547000000001,13.434998999999999,Pankow
10551,Moabit,false,restaurant,,,,+49 30 3951996,http://www.restaurant-lichtblick.de,international,,,no,yes,true,,wlan,,Lichtblick,10:00-24:00,yes,outside,,yes,52.532547999999998,13.341131000000001,Mitte
10178,Mitte,,restaurant,,,,+49 30 2424244,http://www.georgbraeu.de,german,,,,,true,,,,Brauhaus Georgbräu,Mo-Su 12:00-22:00,yes,outside,,no,52.516514999999998,13.405397000000001,Mitte
12309,Lichtenrade,,restaurant,,,,,,croatian,,,,,,,,,Zur Linde,Mo-Su 12:00-22:00,yes,outside,,no,52.383201999999997,13.413245000000000,Tempelhof-Schöneberg
10629,,,restaurant,,,,,,armenian,,,,no,,,,,SemiRamis,Mo-Su 17:00-23:00,,,,,52.500256000000000,13.304157000000000,Charlottenburg-Wilmersdorf
10553,Moabit,,restaurant,,,,,,korean,,,,,,,,,Han Sa Rang,"Mo 17:00-22:30, Tu-Su 17:00-23:00",,,,limited,52.529772999999999,13.328400999999999,Mitte
12045,,,restaurant,,,,,,lebanese,,,,yes,true,,,,Al-Safa,,yes,outside,yes,yes,52.483857999999998,13.436203000000001,Neukölln
12043,Neukölln,,restaurant,,,,,,ukrainian,,,,yes,true,,,,Restaurant Kyjiw,"Mo-Fr 10:00-22:00; Sa, Su 12:00-22:00",yes,,,no,52.481323000000003,13.439036000000000,Neukölln
12359,Britz,,restaurant,,,,+49 30 66462046,http://diodata-restaurant.de/,austrian,yes,,,,,,,,Diodata,"Mo-Tu 11:00-23:00; Th-Su 11:00-23:00",no,,yes,yes,52.437658999999996,13.445930000000001,Neukölln
10827,Schöneberg,,restaurant,,,,,,international,,,,,true,,,,Doree,,yes,,,yes,52.481290000000001,13.350432000000000,Tempelhof-Schöneberg
10369,Fennpfuhl,,restaurant,,,,,,asian,,,no,yes,,,,,Son La,"Mo-Sa 11:00-22:00; PH 12:00-22:00",,,yes,yes,52.524856000000000,13.466184999999999,Lichtenberg
10117,Mitte,,restaurant,,,,,,asian,,,,,,,no,,Goodtime,Mo-Su 12:00-23:00,yes,,,limited,52.512709999999998,13.397045000000000,Mitte
10437,Prenzlauer Berg,,restaurant,,,,,,indian,,,,,,,,,Asman,,yes,,,limited,52.541065000000003,13.414368000000000,Pankow
10555,Moabit,,restaurant,,,,,,indian,,,,,,,,,Lal Haweli,Mo-Su 12:00-23:00,,,,no,52.524031999999998,13.330095999999999,Mitte
13088,,,restaurant,,,,,,german,,,,no,true,,,,Klements,We-Su 12:00-22:00,yes,outside,,no,52.548324999999998,13.453148000000001,Pankow
10178,Mitte,,restaurant,,,,,,german,,,,,true,,,,Das Lemke,"Su-Th 13:00-00:00+, Fr-Sa 12:00-00:00+",no,,,no,52.523266000000000,13.404586999999999,Mitte
10963,Kreuzberg,false,restaurant,,,,,,german,,,no,yes,true,,,,Museumsrestaurant Anhalt,"Tu-Fr 09:00-17:30; Sa,Su,PH 10:00-18:00",terrace,outside,,yes,52.498660999999998,13.376893000000001,Friedrichshain-Kreuzberg
14057,Charlottenburg,,restaurant,,,,,,italian,,,,,,,,,Qui 31,,,,,,52.503624000000002,13.290896999999999,Charlottenburg-Wilmersdorf
,,,restaurant,,,,,,italian,,,,,,,,,Da Silvana & Renato,,,,,no,52.587477000000000,13.284643000000001,Reinickendorf
,,,restaurant,,,,,,italian,,,,,,,,,Sisal,,,,,no,52.527845999999997,13.403422000000001,Mitte
10551,Moabit,,restaurant,,,,"+49303926111",,italian,,,,,,,,,La Mandria,"Mo off; Tu-Su 11:00-23:00",,,,no,52.527099000000000,13.329827999999999,Mitte
10405,Prenzlauer Berg,,restaurant,,,,+49 39 428 00 444,http://www.sanmarco-luma.de/,italian,no,,no,yes,true,,no,,San Marco,12:00-24:00,yes,no,no,yes,52.534314000000002,13.431357999999999,Pankow
,,,restaurant,,,,,,italian,,,,,,,,,Il Buco,"Mo-We 11:30-17:30, Th,Fr 11:30-20:30",,,,no,52.527577999999998,13.330356000000000,Mitte
10997,Kreuzberg,,restaurant,,,,,,greek,,,no,yes,true,,,,It's Greek to me,Mo-Su 16:00-24:00,yes,outside,,yes,52.499422000000003,13.426733000000000,Friedrichshain-Kreuzberg
14199,,,restaurant,,,,,http://www.looms-berlin.de,international,,,yes,yes,,,,,Looms,Mo-Su 09:00-24:00,,,,limited,52.476906000000000,13.288144000000001,Charlottenburg-Wilmersdorf
13347,Wedding,,restaurant,,,,+49 30 4562932,,greek,,,,,true,,wlan,customers,Taverna Hellas,Mo-Su 12:00-23:00,yes,,,yes,52.549833000000000,13.357924000000001,Mitte
12249,Lankwitz,,restaurant,,,,,,croatian,,,,,,,,,Taverna Axia,"Mo-Fr 15:00-23:00; Sa,Su 12:00-23:00",,,,,52.429440000000000,13.351900000000001,Steglitz-Zehlendorf
,,,restaurant,,,,,,mexican,,,no,yes,true,,yes,,Salsa,Mo-Su 11:00-23:00,yes,outside,,no,52.508069999999996,13.496902000000000,Lichtenberg
10117,Mitte,,restaurant,,,,,,chinese,,,no,yes,,,no,,China City,Mo-Su 11:30-23:00,yes,outside,,yes,52.510634000000003,13.397627000000000,Mitte
10967,Kreuzberg,,restaurant,,,,,http://www.tangs-kantine.de,chinese,,,,yes,true,,,,tangs kantine,Mo-Su 12:00-22:00,sidewalk,,,no,52.492485000000002,13.416414000000000,Friedrichshain-Kreuzberg
14199,Schmargendorf,,restaurant,,,,,http://www.ionah.de/,asian,,,yes,yes,,,,,Ionah,"PH,Mo-Su 12:00-20:00",,,,yes,52.475802999999999,13.290760000000001,Charlottenburg-Wilmersdorf
10625,Charlottenburg,,restaurant,,,,+49 30 3130127,http://www.schweighofers.de/,austrian,,,,,,,,,Schweighofer's,"We-Sa 17:00+, Oct-May We-Su 17:00+",,,,no,52.509591000000000,13.311436000000000,Charlottenburg-Wilmersdorf
10713,Wilmersdorf,,restaurant,,,,,,georgian,,,,,,,,,Genazvale,"Mo-Fr 15:00-24:00; Sa,Su 14:00-24:00",,,,no,52.489916000000001,13.311764000000000,Charlottenburg-Wilmersdorf
12103,Tempelhof,,restaurant,,,,,,thai,no,,,yes,,,,,Tonsai,Mo-Su 12:00-23:00,yes,,yes,no,52.459403999999999,13.381881000000000,Tempelhof-Schöneberg
10967,Kreuzberg,,restaurant,,,,+49 30 61625959,http://www.hamycafe.com,vietnamese,,,yes,yes,,,,,Hamy,Mo-Su 12:00-23:30,yes,,yes,no,52.487296000000001,13.422078000000001,Friedrichshain-Kreuzberg
10625,Charlottenburg,,restaurant,,,,,,vietnamese,,,,,true,,,,Atuka,,yes,,,no,52.509019000000002,13.307048000000000,Charlottenburg-Wilmersdorf
10317,,false,restaurant,,,,,,vietnamese,,,,yes,true,,,,Asia Mami,"PH,Mo-Su 11:30-22:00",yes,outside,yes,no,52.507264999999997,13.496810000000000,Lichtenberg
10627,Charlottenburg,,restaurant,,,,,,turkish,yes,,,,,,,,La femme,"Mo-Su,PH 07:00-21:00",yes,,,limited,52.511240999999998,13.305498999999999,Charlottenburg-Wilmersdorf
,,true,restaurant,,,,+49 30 2082645,https://www.restaurant-nolle.de/,german,,,yes,yes,true,,,,Restaurant Nolle,Mo-Sa 11:30-24:00+,yes,outside,,limited,52.519920999999997,13.389075000000000,Mitte
10117,Mitte,,restaurant,,,,,,"fish;pasta",,,,yes,,,,,Strandbad-Mitte,"Mo-Sa 10:00-22:00, Su 10:00-16:00",,,,limited,52.527332999999999,13.396632000000000,Mitte
10785,Tiergarten,,restaurant,,,,+49 30 26101705,https://corroboree.info/en/berlin-sony-center-potsdamer-place/,australian,,,no,yes,,,,,Corroboree,Mo-Su 09:00+,,,,yes,52.510305000000002,13.373163000000000,Mitte
10407,,,restaurant,,,,,,international,,,,,,,,,Pizzeria Metro,10:00+,yes,,,limited,52.530152000000001,13.454447999999999,Pankow
10405,Prenzlauer Berg,,restaurant,,,,,http://umami-restaurant.de/,asian,,,,,true,,,,Umami,"PH,Mo-Su 12:00-22:00",yes,outside,,limited,52.534494000000002,13.419432000000000,Pankow
10961,Kreuzberg,,restaurant,,,,,,indian,,,yes,yes,true,,,,Yummy Kitchen,Mo-Su 11:00-23:00,yes,,,no,52.492094000000002,13.394385000000000,Friedrichshain-Kreuzberg
,Adlershof,,restaurant,,,,,,indian,,,,yes,true,,,,Doon,Mo-Su 11:30-23:30,yes,,,no,52.434752000000003,13.544312000000000,Treptow-Köpenick
10585,Charlottenburg,,restaurant,,,,,,indian,,,,,,,,,Himalaya,"Mo,We-Sa 12:00-22:00; Tu off; Su 12:00-21:00",,,,limited,52.514870000000002,13.305235000000000,Charlottenburg-Wilmersdorf
,,,restaurant,,,,,,german,,,,,true,,,,Boulevard Friedrichstraße,"Tu,Th 15:00-22:30; Fr-Su 12:00-22:30; Mo,We off",yes,,,yes,52.523018999999998,13.388484000000000,Mitte
10315,Friedrichsfelde,,restaurant,,,,+49 30 525 12 02,,german,,,,,true,,,,Gaststätte Friedrichsfelde,,no,,,no,52.510106999999998,13.517931000000001,Lichtenberg
10785,Tiergarten,,restaurant,,,,,,german,,,yes,yes,,,,,Josty,Mo-Su 08:00-01:00,yes,,,yes,52.510137999999998,13.373728000000000,Mitte
10117,Mitte,,restaurant,,,,+49 30 97894491,http://www.restaurant-giotto.de,italian,,,,,true,,,,Giotto,,yes,,,no,52.523730999999998,13.387434000000001,Mitte
14052,Westend,,restaurant,,,,,,italian,,,,,true,,,,Tutti Gusti,Mo-Su 12:00-23:00,yes,,,limited,52.508723000000003,13.268191000000000,Charlottenburg-Wilmersdorf
14193,Grunewald,,restaurant,,,,+49 30 89540715,http://www.trattoria-toscana-im-grunewald.de,italian,,,,,,,,,Trattoria Toscana,We-Su 13:00-23:00,,,,no,52.486882999999999,13.284649999999999,Charlottenburg-Wilmersdorf
10707,Wilmersdorf,,restaurant,,,,+49 30 88707989,http://www.tokyohaus.de,japanese,,,,,true,,,,Tokio-Haus,"Mo-Th 16:00-23:00; Fr-Su 12:00-23:00",no,,,limited,52.498604000000000,13.307722999999999,Charlottenburg-Wilmersdorf
10243,Friedrichshain,true,restaurant,,,,+49 30 68055088,https://www.yancha.de/,japanese,,,yes,yes,true,,,,Izakaya Yancha,12:00-23:00,yes,outside,,yes,52.516534999999998,13.451952000000000,Friedrichshain-Kreuzberg
13357,Gesundbrunnen,,restaurant,,,,,,mediterranean,,,,,true,,,,Lichtburg,Mo-Su 12:00-23:00,yes,,,,52.550328999999998,13.388044000000001,Mitte
10405,Prenzlauer Berg,,restaurant,,,,+49 30 4413399,https://restaurant-pasternak.de/,russian,,,yes,yes,true,,,,Pasternak,Mo-Su 09:00-01:00,yes,,,limited,52.534787000000001,13.418630000000000,Pankow
14199,Schmargendorf,,restaurant,,,,,http://www.china-dschunke.de/,chinese,yes,,,no,,,,,Dschunke,Mo-Su 12:19-22:00,,outside,yes,limited,52.474643999999998,13.293627000000001,Charlottenburg-Wilmersdorf
13509,Borsigwalde,,restaurant,,,"80",,,macedonian,,,,,,,,,Makedonija Grill,"Mo-Su 12:00-23:00; We off",yes,isolated,yes,limited,52.583727000000003,13.300888000000000,Reinickendorf
,,,restaurant,,,,,,arab,,,,,,,,,Casalot,Mo-Su 09:00-24:00,,,,yes,52.532651000000001,13.366535000000001,Mitte
10625,Charlottenburg,,restaurant,,,"46",+49 30 31519678,,taiwanese,,,,,,,,,Lon-Men's Noodle House,We-Mo 12:00-22:30,yes,,,limited,52.506318999999998,13.316449000000000,Charlottenburg-Wilmersdorf
,,,restaurant,,,,,,turkish,,,,,,,,,Döneria,,,,,no,52.537939999999999,13.280153000000000,Charlottenburg-Wilmersdorf
,,,restaurant,,,,,,chinese,,,,,,,,,,,,,,,38.333601000000002,-75.211755999999994,
,,,restaurant,,,,,,thai,,,,,true,,,,Thai Food Orchidee,Su-Fr 12:00-22:00,yes,outside,,no,52.513542000000001,13.264929000000000,Charlottenburg-Wilmersdorf
10245,Friedrichshain,,restaurant,,,,,,vietnamese,,,yes,yes,true,,,,Zensation,,yes,,,no,52.512585000000001,13.458202999999999,Friedrichshain-Kreuzberg
,,,restaurant,,,,,,vietnamese,,,,,,,,,Viet Nam,,,,,no,52.526536999999998,13.498298999999999,Lichtenberg
10961,Kreuzberg,,restaurant,,,,+49 176 41106697,https://www.instagram.com/saadi.persisches.restaurant,persian,,,yes,yes,true,,,,Saadi,Mo-Su 12:00-23:00,yes,,,no,52.489584999999998,13.393673000000000,Friedrichshain-Kreuzberg
10245,Friedrichshain,false,restaurant,,,,,,mediterranean,,,no,yes,true,,,,Auszeit,11:00-24:00,yes,outside,,limited,52.505130999999999,13.469035999999999,Friedrichshain-Kreuzberg
10178,Mitte,,restaurant,,,,,,thai,,,,yes,true,,,,Sisaket,"Tu-Fr 12:00-22:00; Sa-Su,PH 13:00-22:00",yes,,,no,52.523516000000001,13.404871000000000,Mitte
10247,Friedrichshain,,restaurant,,,,,,korean,,,,yes,true,,,,Maru,Mo-Su 17:00-23:00,yes,,,no,52.516370999999999,13.465757000000000,Friedrichshain-Kreuzberg
10787,Tiergarten,,restaurant,,,,+49 30 85621776,http://www.ja-niko-ja.de,greek,,,,,,,,,Ja! Niko Ja!,,,,,yes,52.506467000000001,13.346068000000001,Mitte
10178,Mitte,,restaurant,,,"70",+49 30 40054883,http://shi-mai.de,vietnamese,,,,,,,,,Shi-Mai,11:00-23:00,yes,,,yes,52.519702000000002,13.403159000000000,Mitte
,,,restaurant,,,,,,french,,,,,,,,,Gugelhof,"Mo,We-Fr 17:00-23:00; Sa,Su 10:00-23:00",,,,no,52.535443000000001,13.416710000000000,Pankow
10999,Kreuzberg,,restaurant,,,,,,turkish,,,,,true,,,,Mercan,"Mo-Sa 11:00-22:00; Su off",garden,,,no,52.498562000000000,13.427934000000000,Friedrichshain-Kreuzberg
10178,Mitte,,restaurant,,ALEX,,,https://www.dein-alex.de/berlin-alexanderplatz#oeffnungszeiten,international,,,,,true,,,,ALEX,,yes,,,yes,52.521106000000003,13.408371000000001,Mitte
14169,Zehlendorf,,restaurant,,,,,,greek,,,,yes,,,,,Restaurant Der Kretaner,"Tu-Fr 16:00-23:00; Sa-Su 12:00-23:00",,outside,,yes,52.450100999999997,13.255075000000000,Steglitz-Zehlendorf
13189,Pankow,,restaurant,,,,+49 30 4732300,https://www.ungarische-gaststaette.de,hungarian,,Ungarische Snackbar,,,true,,,,Ungarisches Restaurant,"Tu-Fr 16:00-21:00; Sa,Su 18:00-21:00",no,,,limited,52.556323999999996,13.421981000000001,Pankow
10178,Mitte,,restaurant,,,,,http://www.andysdiner.de/en/domaquaree-2/,american,,,,,,,,,Andy's Diner & Bar,10:00-00:00,yes,,,yes,52.519941000000003,13.402946999999999,Mitte
,,,restaurant,,,,,,international,,,,no,true,,,,Steakhaus San Martin,"Mo off; Tu-Fr 13:00-22:00; Sa,Su 12:00-22:00",yes,,,limited,52.446286999999998,13.293524000000000,Steglitz-Zehlendorf
14052,Westend,,restaurant,,,,,,indian,,,,yes,true,,,,Rasas,Mo-Su 12:00-22:00,yes,outside,,yes,52.512098999999999,13.264391000000000,Charlottenburg-Wilmersdorf
10247,Friedrichshain,,restaurant,,,,,,indian,,,yes,yes,true,,,,Delhi Palast Snack,Mo-Su 12:00-24:00,yes,,,no,52.514403999999999,13.459694000000001,Friedrichshain-Kreuzberg
10827,Schöneberg,,restaurant,,,,,,pakistani,,,,,true,,,,Zam Zam,"Su-Th 12:00-23:00, Fr,Sa 12:00-24:00",yes,,,limited,52.487501000000002,13.357243000000000,Tempelhof-Schöneberg
10245,Friedrichshain,false,restaurant,,,,+49 30 6796 8602,https://www.speisehaus-berlin.de/,german,,,yes,yes,true,,,,Speisehaus,"Mo-Th 17:00-23:00; Fr-Su 12:00-23:00",yes,outside,,no,52.509644000000002,13.457751999999999,Friedrichshain-Kreuzberg
,,,restaurant,,,,,,german,,,,,,,,,Rosengarten,,,,,yes,52.553770999999998,13.198660000000000,Spandau
14193,Schmargendorf,,restaurant,,,,,http://www.cascina.de/,italian,,,,,,,,,La Cascina,"Mo-Su 12:00-24:00; We off",,,,no,52.483719999999998,13.282989000000001,Charlottenburg-Wilmersdorf
10117,Mitte,,restaurant,,,,,,italian,,,,,true,,,,12 Apostoli,,yes,,,,52.520502000000000,13.393954000000001,Mitte
14052,Westend,,restaurant,,,,,,italian,,,,,true,,,,Piccolo Mondo,Mo-Sa 12:00-01:00,yes,outside,,no,52.512349000000000,13.267885000000000,Charlottenburg-Wilmersdorf
13509,Borsigwalde,,restaurant,,,,,,spanish,,,,,true,,,,Aventuras,"Su-Th 12:00-23:00; Fr,Sa 12:00-24:00",yes,,,no,52.580792000000002,13.302578000000000,Reinickendorf
,,,restaurant,,,,,,mediterranean,,,,,true,,,,Nea Olympia,"Mo,We-Fr 14:00-23:00; Sa,Su 12:00-23:00; Tu off",yes,,,limited,52.443702999999999,13.289258999999999,Steglitz-Zehlendorf
12203,Lichterfelde,,restaurant,,,,,,thai,,,,,true,,,,Sunny Saigon,"Tu-Su 12:00-22:00; Mo off",yes,,,,52.447642999999999,13.299965000000000,Steglitz-Zehlendorf
12203,Lichterfelde,,restaurant,,,,,,spanish,,,,,,,,,Pesetas,Mo-Sa 17:00-18:00+,,,,no,52.448929000000000,13.303493000000000,Steglitz-Zehlendorf
,,,restaurant,,,,,,greek,,,,,,,,,Dionysos,Mo-Su 12:00-23:00,,,,limited,52.447980999999999,13.507920000000000,Treptow-Köpenick
,,,restaurant,,,,,,greek,,,,,,,,,Sirtaki Taverna,"Mo-Sa 15:00-23:00; Su,PH 12:00-22:00",yes,,,yes,52.441834000000000,13.353135999999999,Steglitz-Zehlendorf
12203,Lichterfelde,,restaurant,,,,+49 30 52686720,https://kretamos.eatbu.com,greek,,,,,,,,,Taverna Kretamos,Tu-Su 12:00-22:00,yes,outside,,limited,52.446773000000000,13.306234000000000,Steglitz-Zehlendorf
,,,restaurant,,,,+49 30 8555454,,greek,,,,,,,,,Kipos,,,,,limited,52.466684999999998,13.338868000000000,Tempelhof-Schöneberg
10629,Charlottenburg,,restaurant,,,,,,korean,,,,yes,,,,,Cooking Papa,"Mo-Th 12:00-15:00,17:30-22:00; Fr-Sa 12:00-22:00",,,,no,52.503909000000000,13.307295999999999,Charlottenburg-Wilmersdorf
10623,Charlottenburg,,restaurant,,,,,,spanish,,,,,,,,,Don Quijote,,,,,no,52.503278999999999,13.319915000000000,Charlottenburg-Wilmersdorf
12279,Marienfelde,,restaurant,,,,+49 30 7216552,http://www.restaurant-tai-lee.de/,chinese,,,,,,,,,Tai-Lee,Th-Tu 11:30-22:00,,,,no,52.413164999999999,13.353016000000000,Tempelhof-Schöneberg
12105,Mariendorf,,restaurant,,,,,,greek,,,,,,,no,,Aristoteles,,,separated,,no,52.446575000000003,13.379106000000000,Tempelhof-Schöneberg
10119,Prenzlauer Berg,,restaurant,,,,,https://wenchengnoodles.de/,chinese,,,yes,yes,true,,no,,Wen Cheng II,"Tu-Fr 17:00-22:00; Sa-Su 12:00-14:30,17:00-22:00",yes,outside,yes,yes,52.530681999999999,13.411723000000000,Pankow
10587,Charlottenburg,,restaurant,,,,+49 30 341 55 54,,greek,no,,,,true,,,,Ambrosios,"Mo-Sa 17:00-22:00, Su 16:00-22:00, Mo-Fr 12:00-14:30",no,outside,yes,no,52.519162000000001,13.318519999999999,Charlottenburg-Wilmersdorf
,,,restaurant,,,,,,greek,,,,,,,,,Neo Polita,,,,,limited,52.403666000000001,13.506119999999999,Neukölln
12357,Rudow,,restaurant,,,,,,croatian,,,,,,,,,Marko's Schlemmerstube,"Mo-Tu,Th-Su 12:00-21:30",,,,limited,52.420703000000003,13.488664999999999,Neukölln
10717,Wilmersdorf,,restaurant,,,,,,latin_american,,,,,,,,,Paracas,"Tu-Th,Su 16:00-24:00, Fr,Sa 16:00-01:00; Mo off",,,,no,52.491559000000002,13.321690000000000,Charlottenburg-Wilmersdorf
12487,Johannisthal,,restaurant,,,,,,vietnamese,,,,,,,,,Stern 63,Mo-Su 11:30-22:30,,,,,52.447299000000001,13.507201000000000,Treptow-Köpenick
10437,Prenzlauer Berg,,restaurant,,,,+49 30 4447270,http://www.mamay-berlin.de,vietnamese,,,,,true,,,,Restaurant Mãmây,Mo-Su 11:30-22:00,yes,,,yes,52.545589000000000,13.413223000000000,Pankow
10717,,,restaurant,,,,,,greek,,,,,,,,,Taverna Hellas,,,,,limited,52.491366999999997,13.326195999999999,Charlottenburg-Wilmersdorf
,,,restaurant,,,,,,greek,,,,,true,,,,Nea Knosso,"Mo,Tu,Th-Sa 17:00-23:00; PH,Su 13:00-22:00",yes,,,no,52.490917000000003,13.327188000000000,Charlottenburg-Wilmersdorf
10559,Moabit,,restaurant,,,,+49 30 48829999,,turkish,,,no,yes,true,,,,Osmanya,"PH,Th-Su 16:00-24:00+",yes,,,no,52.531061000000001,13.346909999999999,Mitte
10629,,,restaurant,,,,,,asian,,,yes,,,,,,ChayArt,"Mo-Th 11:30-21:30; Fr-Su 12:00-22:00",,,,,52.502619000000003,13.308662000000000,Charlottenburg-Wilmersdorf
12203,Lichterfelde,,restaurant,,,,+49 30 84318941,https://chirag-restaurant.de,indian,,,yes,yes,,,,,Chirag,Mo-Su 11:30-24:00,yes,,,limited,52.449330000000003,13.302785000000000,Steglitz-Zehlendorf
10405,Prenzlauer Berg,,restaurant,,,,+49 30 48493790,http://www.khushi-berlin.de,indian,,,,,true,,,,Khushi,"Su-Th 12:00-24:00; Fr-Sa 12:00-01:00",yes,,,limited,52.533991999999998,13.415127000000000,Pankow
10243,,,restaurant,,,,,,german,,,no,yes,true,,,,Hirsch,Mo-Su 16:00-24:00+,yes,isolated,,no,52.510854999999999,13.450414000000000,Friedrichshain-Kreuzberg
,,,restaurant,,,,,,german,,,,no,,,,,Chaplin,We-Su 16:00-23:00+,,,,limited,52.468949000000002,13.333621000000001,Tempelhof-Schöneberg
10717,Wilmersdorf,,restaurant,,,,,,german,,,,,true,,,,Witwe Bolte,Mo-Su 16:00+,yes,,,no,52.492552000000003,13.323669000000001,Charlottenburg-Wilmersdorf
10629,Charlottenburg,,restaurant,,,,,,italian,,,,,,,,,cucina comoda,Mo-Su 11:30-24:00,,,,yes,52.504455999999998,13.315386000000000,Charlottenburg-Wilmersdorf
10623,Charlottenburg,,restaurant,,,,,,italian,,,,,,,no,,Osteria Centrale,"Mo-Sa 18:30-22:30; Su,PH off",,,,no,52.506467999999998,13.320383000000000,Charlottenburg-Wilmersdorf
12357,Rudow,,restaurant,,,,,,italian,,,,,,,,,Casa Montella,"Mo-Sa 10:00-24:00, Su,PH 12:00-23:00",,,,limited,52.421506000000001,13.494597000000001,Neukölln
12357,Rudow,,restaurant,,,,+49 30 6632971,,italian,,,,,,,,,Kleines Landhaus,Mo-Su11:00-24:00,yes,separated,,yes,52.419670000000004,13.493463000000000,Neukölln
10715,,,restaurant,,,,"+493086319901",http://phobay.de/,vietnamese,,,,,,,,,Pho Bay,"Mo-Fr 11:00-22:00; Sa-Su 12:00-22:00",,,,no,52.486666999999997,13.323129000000000,Charlottenburg-Wilmersdorf
14059,,,restaurant,,,,,,german,,,no,yes,true,,,,Hoffgarten,"Fr-Mo 17:00-23:00; Tu-Th off",yes,,,yes,52.516672000000000,13.296962000000001,Charlottenburg-Wilmersdorf
,,,restaurant,,,,+49 30 8058680,https://hotel-forsthaus-wannsee.de/,german,,,,,,,,,Forsthaus Wannsee,,yes,,,,52.405090999999999,13.140853000000000,Steglitz-Zehlendorf
10437,Prenzlauer Berg,,restaurant,,,,+49 30 55242448,http://www.ushido-bbq.com/,japanese,,,,,true,,,,Ushido,"Fr 18:00-23:00; Sa 17:00-23:00; Su 17:00-22:00; Mo-Th 18:00-22:00",yes,,,limited,52.542268000000000,13.416159000000000,Pankow
10713,Wilmersdorf,,restaurant,,,,,,german,,,,no,true,,,,Zum Hax'nwirt,Mo-Sa 15:00-23:00,yes,,,yes,52.491424000000002,13.318108000000001,Charlottenburg-Wilmersdorf
10629,Charlottenburg,,restaurant,,,,+49 30 3237096,http://www.babaangora.de/,turkish,,,,,true,,,,Baba Angora,11:30+,yes,,,yes,52.503979999999999,13.316929999999999,Charlottenburg-Wilmersdorf
,,,restaurant,,,,,,russian,,,,,,,,,Lenhardt,"""closed temporarily""",,,,no,52.506925000000003,13.291542000000000,Charlottenburg-Wilmersdorf
10627,Charlottenburg,,restaurant,,,,+49 30 3136919,,croatian,,,,,,,,,Esstaurant Mirko,Tu-Su 12:00-22:00,,,,no,52.510196000000001,13.298280000000000,Charlottenburg-Wilmersdorf
,,,restaurant,,,,,,american,,,,,,,,,Andy's Diner & Bar,Mo-Su 12:00-22:00,,,,yes,52.506715000000000,13.280219000000001,Charlottenburg-Wilmersdorf
14052,Westend,,restaurant,,,,+49 30 30103950,,greek,,,,,,,,,Epavlis,"Mo-Fr 16:00-24:00; Sa,Su,PH 12:00-24:00",,,,limited,52.516232000000002,13.254528000000001,Charlottenburg-Wilmersdorf
10711,Charlottenburg,,restaurant,,,,,,korean,,,,,true,,,,hängbok,,yes,,,limited,52.500248999999997,13.300943999999999,Charlottenburg-Wilmersdorf
10585,Charlottenburg,,restaurant,,,,,,austrian,,,,,,,,,Gasthaus Stelzeneder,Tu-Su 11:30-23:00,,,,limited,52.513311000000002,13.297923000000001,Charlottenburg-Wilmersdorf
10585,Charlottenburg,,restaurant,,,,,,chinese,,,,,,,,,Holly,"Tu-Su 12:00-22:00; Mo off",,,,yes,52.517248000000002,13.305415999999999,Charlottenburg-Wilmersdorf
13357,Gesundbrunnen,false,restaurant,,,,,https://tilikharestaurant.de,vietnamese,yes,,,,true,,wlan,no,Tien Linh Khang,"Mo-Fr,Su 11:00-23:00; PH closed",yes,outside,yes,no,52.550522000000001,13.378966000000000,Mitte
10627,,,restaurant,,,,,,vietnamese,,,yes,yes,true,,no,,Pomelo Tree,"Mo-Fr 11:00-21:00; Su 12:00-21:00; Sa off",yes,,,yes,52.510081000000000,13.297749000000000,Charlottenburg-Wilmersdorf
10711,Halensee,true,restaurant,,,,,,vietnamese,,,yes,yes,,,,,MiNa Restaurant,Sa-Su 12:00-23:00,,outside,,no,52.500672999999999,13.296329999999999,Charlottenburg-Wilmersdorf
10437,Prenzlauer Berg,,restaurant,,,,,,vietnamese,,,,,true,,,,Onkel Ho,Mo-Su 12:00-23:00,yes,,,limited,52.546881999999997,13.406108000000000,Pankow
14197,Wilmersdorf,,restaurant,,,,+49 30 81055769,http://www.restaurant-pastis.de/,french,,,,,,,,,Pastis,Tu-Su 12:00-23:00,,,,no,52.472495000000002,13.314714000000000,Charlottenburg-Wilmersdorf
