"id","addr:street","addr:housenumber","addr:postcode","addr:suburb","air_conditioning","amenity","biergarten","brand","capacity","contact:phone","contact:website","cuisine","delivery","description","diet:vegan","diet:vegetarian","indoor_seating","indoor_seating:capacity","internet_access","internet_access:fee","name","opening_hours","outdoor_seating","smoking","takeaway","wheelchair","Lat","Lon"
node/1286549518,Wichertstraße,"5","","","",restaurant,"","","","","",asian,"","","","",yes,"","","",Vietnam Aroma,Mo-Su 12:00-23:30,yes,"","",no,"52.550123","13.415627"
node/1286549553,Wichertstraße,"4","","","",restaurant,"","","","","",italian,yes,"","","",yes,"","","",Aceto Lokanta,Mo-Su 11:00-00:00,yes,"","",no,"52.550185","13.415308"
node/1289390669,Karl-Marx-Straße,"56","12043",Neukölln,"",restaurant,"","","",+49 30 6241345,http://www.tabibito-berlin.de/,japanese,"","","","",yes,"","","",Tabibito,Mo-Su 12:00-23:00,no,"","",no,"52.482883","13.431535"
node/1292651158,Wernsdorfer Straße,"19","12527",Schmöckwitz,"",restaurant,"","","",+49 30 70761418,http://jue-bao-yuan.com,asian,"","","","","","","","",Jü Bao Yuan,Tu-Su 12:00-22:00,"","","",no,"52.375518","13.652143"
node/1295213464,"","","","","",restaurant,"","","","","",german,"","","","","","","","",Schnitzelei,Mo-Su 16:00-24:00,"","","",yes,"52.528477","13.38737"
node/1256643144,"","","","","",restaurant,"","","","","",turkish,"","","","","","","","",Haci Baba,"","","","","","52.469873","13.463132"
node/1296432721,Afrikanische Straße,"90a","13351",Wedding,"",restaurant,"","","","","",german,"","","","",yes,"","","",Restaurant Frabea,Tu-Fr 15:00-24:00; Sa 14:00-24:00,yes,"","","","52.552481","13.337254"
node/1296439452,"","","","","",restaurant,"","","","","",german,"","","","","","","","",Zur gemütlichen Ecke,"","","","",no,"52.554045","13.339575"
node/1296444218,Otawistraße,"5","13351",Wedding,"",restaurant,"","","",+49 30 4517041,"",italian,"","","","","","","","",Sole mio,"Mo,We-Su 12:00-22:00",yes,"","",no,"52.555537","13.341799"
node/1296744243,Pflügerstraße,"23","12047","","",restaurant,"","","",+49 30 25893100,https://chutnify.com,indian,"","",yes,yes,"","","","",Chutnify,"Tu-Fr 18:00-22:00; Sa,Su 12:00-22:00","",no,"",limited,"52.489924","13.433355"
node/1306551401,Zimmerstraße,"69","10117",Mitte,"",restaurant,"","","","","",vietnamese,"","","","","","","","",Viet Bowl,Mo-Fr 11:30-18:00,"","","",yes,"52.507944","13.392939"
node/1306938151,Stromstraße,"10b","10555",Moabit,"",restaurant,"","","",+49 30 3942978,"",international,"","",yes,yes,yes,"","","",Wilhelms Burger,Mo-Su 11:00-23:00,yes,outside,"",yes,"52.525939","13.343497"
node/1309330187,Oranienburger Straße,"60","13437",Wittenau,"",restaurant,"","","","","",italian,"","","","",yes,"","","",Trattoria - Pizzeria Chiaromonte,"",yes,"","",yes,"52.589332","13.334649"
node/1310749383,Dorotheenstraße,"65","10117",Mitte,yes,restaurant,"","","",+49 30 3101 1693,"",german,"","",yes,yes,yes,"","","",Gaffel Haus Berlin,Mo-Sa 12:00-24:00,yes,no,"",yes,"52.518463","13.386456"
node/1311121748,Kantstraße,"118","10625","","",restaurant,"","","","","",japanese,"","","","","","","","",Udagawa,Mo-Su 12:00-23:30,"","","",limited,"52.50634","13.309821"
node/1311121790,"","","","","",restaurant,"","","","","",italian,"","","","","","","","",Salumeria Rosa,"Mo-Fr 12:00-15:00; PH,Sa,Su off","","","",no,"52.506502","13.290992"
node/1311121926,Kantstraße,"50","10625",Charlottenburg,"",restaurant,"","","","",http://minakami-jfk.de/,japanese,"Mo-Su,PH 12:00-24:00","",yes,yes,yes,"","","",Minakami,Mo-We 17:00-23:00; Th-Su 12:00-23:00,yes,"","",no,"52.506657","13.310008"
node/1311479658,"","","","","",restaurant,"","","","",http://phan-gia.de/,thai,"",Küche schließt um 22:30 Uhr.,"","","","","","",Phan Gia,Mo off; Tu-Su 12:00-23:00,"","","",no,"52.525531","13.30639"
node/1312437476,"","","","","",restaurant,"","","","","",german,"","","","","","","","",Zum Ulrich,"","","","","","52.505724","13.588301"
node/1314411062,Tempelhofer Damm,"104","12099",Tempelhof,"",restaurant,"","","",+49 30 77008140,http://www.mamoni.de/,italian,"","",no,yes,"","",no,"",Trattoria Toscana,Tu-Su 11:00-24:00,yes,"","",limited,"52.471389","13.385054"
node/1316635844,Schubartstraße,"47","13509",Borsigwalde,"",restaurant,"","","","","",italian,"","","","","","","","",Trattoria da Ciro,"Mo-Fr 12:00-23:00, Sa 16:00-23:00","","","",no,"52.583906","13.302783"
node/1317437029,Grolmanstraße,"","10623",Charlottenburg,"",restaurant,"","","","","",indian,"","","","","","","","",Ajanta,"","","","",no,"52.508544","13.320018"
node/1323737289,Gosener Damm,"1","12559",Müggelheim,"",restaurant,"","","","","",german,"","","","","","","","",Cafe No. 1,"",yes,"","",yes,"52.410747","13.665089"
node/1323984172,Zur Alten Flussbadeanstalt,"5","10317",Rummelsburg,"",restaurant,"","","50","","",german,no,"","","",yes,"",yes,"",Hafenküche,"",yes,outside,no,yes,"52.491355","13.489023"
node/1328187706,Alt-Moabit,"98","10559",Moabit,yes,restaurant,"","","",+49 30 39881426,https://paulaner-im-spreebogen.de/,german,"","","",yes,yes,"","","",Paulaner im Spreebogen,"PH,Mo-Su 11:30-23:00",yes,outside,"",limited,"52.524297","13.34644"
node/1328524168,Greifswalder Straße,"216","10405",Prenzlauer Berg,"",restaurant,"","","",+49 30 44352062,"",thai,"","","","",yes,"","","",Golden Choice,"",yes,"","",yes,"52.531417","13.42699"
node/1330618201,Matterhornstraße,"101","14129",Schlachtensee,"",restaurant,"","","","","",international,"","","","","","","","",Wirtshaus an der Rehwiese,Th-Tu 12:00-22:00,yes,"","",limited,"52.434255","13.203375"
node/1331758242,Freiheit,"5","12555",Köpenick,"",restaurant,"","","",+49 30 65853506,https://wohin.eatbu.com,vietnamese,yes,"","","","","","","",Wohin,Mo-Fr 11:30-22:00;Sa-Su 12:00-22:00,"","","","","52.44729","13.577"
node/1334480462,Tempelherrenstraße,"2","10961","","",restaurant,"","","","","",italian,"","",no,yes,yes,"","","",Pizzeria Laila,Mo-Fr 12:00-24:00; Sa-Su 15:00-24:00,yes,"",yes,no,"52.494697","13.40071"
node/10287524321,"","","","","",restaurant,"","","","","",italian,"","","","","","","","",La Focacceria,Tu-Su 16:00-24:00,"","","","","52.483601","13.435387"
node/1336671067,"","","","","",restaurant,"","","","","",mediterranean,"","","","","","","","",Mezehaus,"",yes,"","",no,"52.500997","13.419929"
node/1336684264,Märkische Allee,"176 - 178","12681",Marzahn,"",restaurant,"","","","","",american,"","","","",yes,"","","",Play Off Marzahn,"Mo-Th 14:00-23:00, Fr 14:00-01:00, Sa 12:00-01:00, Su 12:00-21:00",no,"","",yes,"52.541798","13.541932"
node/1336724282,"","","","","",restaurant,"","","","","",japanese,"","","","",yes,"","","",Kikko,"Mo-Fr 11:30-22:00; Sa,Su 11:30-23:00",yes,"","",yes,"52.44483","13.573878"
node/1339974948,Hasensprung,"29","10318",Karlshorst,"",restaurant,"","","","","",german,"","","",no,yes,"","","",Gaststätte Floratreff,We-Fr 15:00-22:00; Sa-Su 12:00-22:00,yes,"","","","52.477996","13.541493"
node/1340883148,"","","","","",restaurant,"","","","","",chinese,"","","","","","","","",China Town Restaurant,"","","","","","52.415244","13.400313"
node/1345869859,Köpenicker Landstraße,"238","12437",Baumschulenweg,"",restaurant,"","","","","",asian,"","","","","","","","",Omy - Asia Kitchen & Sushi Bar,"","","","",no,"52.469539","13.490025"
node/1346939694,Brückenstraße,"2","10179",Mitte,"",restaurant,"","","",+49 30 22034233,https://erbilfresh,iraqi,"","",yes,yes,yes,"",wlan,customers,Erbil,"Mo-Fr 11:00-23:00; Sa,Su 14:00-23:00",no,"","",limited,"52.511876","13.417078"
node/1347365381,Habichtstraße,"14","13505","","",restaurant,"","","","","",italian,"","","","","","","","",Caffe Trattoria Nisi,Tu-Su 12:00-21:00,"","","",limited,"52.585629","13.232138"
node/1348082099,Bundesallee,"93","12161",Friedenau,"",restaurant,"","","","","",korean,"","","","","","","","",Arirang Matzip,"Mo-Sa 12:00-16:00,16:30-22:00; PH,Su 12:00-15:30,16:00-21:00","","","",limited,"52.466771","13.328016"
node/1348552221,Emser Straße,"96","12051",Neukölln,"",restaurant,"","","","","",african,"","","","","","","","",Next Level African Food,"","","","","","52.468022","13.42787"
node/1348720485,Eisenbahnstraße,"5","10997",Kreuzberg,"",restaurant,"","","","","",afghan,"","","","",yes,"","","",Chili Chutney,Mo-Sa 09:00-20:00,yes,no,"",no,"52.501951","13.432361"
node/1348720516,Eisenbahnstraße,"7","10997",Kreuzberg,"",restaurant,"","","","","",italian,"","","","","","","","",Umberto,"","","","","","52.502142","13.432537"
node/1349297207,"","","","","",restaurant,"","","","","",balkan,"","","","","","","","",Arkade,Tu-Su 12:00-21:00; PH 12:00-21:00,"",outside,"",limited,"52.451845","13.378613"
node/1349331547,"","","","","",restaurant,"","","",+49 30 93951756,http://www.restaurant-aurel.de,italian,"","","","","","","","",Restaurant Café Aurel,"","","","",limited,"52.466235","13.383943"
node/1349696690,"","","","","",restaurant,"","","",+49 30 20605540,"",italian,"","","","",yes,"","","",Antica Lasagneria,"""Restaurant öffnet für Buchungen""",no,"","",no,"52.518677","13.385604"
node/1349696693,Neustädtische Kirchstraße,"6","10117",Mitte,"",restaurant,"","","","","",italian,"","","","",yes,"","","",Il Punto,Mo-Fr 12:00-23:00; Sa 17:00+,no,"","",yes,"52.518843","13.385575"
node/1349696700,Neustädtische Kirchstraße,"8","10117",Mitte,"",restaurant,"","","","","",german,"","","",yes,yes,"","","",flamingo,Mo-Fr 07:00-18:00,yes,no,"",yes,"52.519624","13.385529"
node/1352734432,Erich-Weinert-Straße,"55","10439",Prenzlauer Berg,"",restaurant,"","","","",https://swaadrestaurant.de/,indian,"","",yes,yes,yes,"","","",Swaad,Mo-Su 12:00-24:00,yes,outside,"",limited,"52.550092","13.422373"
node/1352860176,Hauptstraße,"14","10827",Schöneberg,"",restaurant,"","","","","",italian,"","","",yes,yes,"","","",Da Dante,"10:00-24:00",yes,"",yes,no,"52.487799","13.357542"
node/1356032263,Brückenstraße,"10a","10179",Mitte,"",restaurant,"","","","",http://www.harissa-berlin.de,international,"","","","","","","","",Harissa Oriental Cuisine,Mo-Fr 11:00-14:45; PH off,"","","",no,"52.512855","13.417216"
node/1357458668,Mariendorfer Damm,"310","12107",Mariendorf,"",restaurant,"","","","","",mexican,"","","","","","","","",Cancún,"Su-Th 11:00-01:00, Fr-Sa 11:00-03:00","","","",yes,"52.42552","13.394541"
node/1357458673,Mariendorfer Damm,"320","12107",Mariendorf,"",restaurant,"","","","","",balkan,"","","","","","","","",Restaurant Adlermühle,Mo-Sa 12:00-24:00; Su 11:00-24:00; PH 11:00-24:00,"","","",yes,"52.424673","13.394892"
node/1362779091,Schnellerstraße,"97","12439",Niederschöneweide,"",restaurant,"","","","","",greek,"","","",yes,"","","","",Artemis,Mo off; Tu-Su 12:00-23:00,"","","",yes,"52.453209","13.524163"
node/1363488869,Rathausstraße,"5-13","10178",Mitte,"",restaurant,"","","",+49 30 847 127 85,http://www.cancun-restaurant.de,mexican,"","",yes,yes,yes,"","","",Cancún,"Mo-Sa 11:00-03:00, Su 09:00-03:00; PH 09:00-03:00",yes,outside,"",yes,"52.519076","13.409444"
node/1365271057,Schnellerstraße,"38","12439",Niederschöneweide,"",restaurant,"","","","","",italian,"","","","",yes,"","","",Siena,Tu-Sa 11:00-24:00; Su 10:00-22:00; Mo off,yes,"","","","52.454305","13.517399"
node/1365702027,"","","","","",restaurant,"","","","","",croatian,"","","",no,yes,"","","",Mali Raj,"PH,We-Mo 12:00-22:00",yes,"","","","52.541909","13.23675"
node/1366542331,"","","","","",restaurant,"","","","","",italian,Mo-So 11:00-23:00,"","",yes,"","","","",Milano,"PH,Mo-So 11:00-23:00","","",yes,"","52.54318","13.239053"
node/1367600772,Lübbener Straße,"1","10997",Kreuzberg,"",restaurant,"","","",+49 30 53167954,https://www.barraval.de/,spanish,"",Tapasbar,yes,yes,yes,"","","",Bar Raval,"17:00+",yes,"","",limited,"52.498048","13.436371"
node/1369139525,"","","","","",restaurant,"","","","","",spanish,"","",yes,yes,yes,"","","",La Esperanza,"Mo-Fr 11:00-23:00; Sa,Su 15:00-23:00",yes,"","",no,"52.527268","13.386442"
node/1374215640,Pappelallee,"19","10437",Prenzlauer Berg,no,restaurant,"","","","","",vietnamese,"","",yes,yes,yes,"","","",Gold Tiger,Mo-Su 12:00-23:30,yes,"","",no,"52.543752","13.415501"
node/1376631924,Eisenacher Straße,"86","10781",Schöneberg,"",restaurant,"","","",+49 30 2141607,http://www.bar-tolucci.de/,italian,"","","","",yes,"","","",Bar Tolucci,Mo-Su 10:00-24:00,yes,"","",no,"52.490243","13.348857"
node/1387132161,Moritzstraße,"24","13597",Spandau,"",restaurant,"","","",+49 30 24340110,https://www.yummy-spandau.de/,asian,"","","","","","","","",YUMMY,Mo-Sa 11:00-22:00; PH 12:00-22:00,"","","",no,"52.537604","13.203277"
node/1387559098,Krossener Straße,"21","10245",Friedrichshain,no,restaurant,"","","","","",syrian,"","","",yes,yes,"","","",Al-Gazali,Mo-Su 09:00-01:00,yes,outside,yes,no,"52.510287","13.459235"
node/1387869523,Reichenhaller Straße,"4","14199",Schmargendorf,"",restaurant,"","","",+49 30 83222088,http://www.nuovomario-grunewald.de/,italian,"","","",yes,"","","","",NuovoMario Berlin,"11:00-23:00","","","",yes,"52.477168","13.290075"
node/1387921995,"","","","","",restaurant,"","","","","",chinese,"","","","",yes,"","","",Man-Far,"",yes,"","",no,"52.533351","13.158197"
node/1388434455,Stephanstraße,"67","10559",Moabit,"",restaurant,"","","",+49303951275,"",italian,"","","","",yes,"","","",Gianni,Mo-Fr 12:00-00:00,yes,"","",no,"52.534507","13.353791"
node/1389043774,Greifswalder Straße,"4","10405",Prenzlauer Berg,"",restaurant,"","","",+493048827940,http://www.merhaba-restaurant.de/pberg/prenzlberg.htm,arab,"","",no,yes,yes,"","","",Merhaba,Mo-Su 18:00-24:00,sidewalk,"","",yes,"52.52882","13.424976"
node/1389043783,Greifswalder Straße,"3","10405","","",restaurant,"","","","","",vietnamese,"","","",yes,yes,"","","",My Anh,"Sa off; Mo-Fr 12:00-22:00; PH,Su 10:00-22:00",yes,"","",no,"52.528661","13.424779"
node/1389419207,Torstraße,"69","10119",Prenzlauer Berg,"",restaurant,"","","","","",georgian,"","","",yes,"","","","",Golden Fleece,"","","","",no,"52.529328","13.407658"
node/1389419220,"","","","","",restaurant,"","","","","",italian,"","","","",yes,"","","",La Galleria Italiana,"",yes,"","",limited,"52.52826","13.393598"
node/1389956196,Choriner Straße,"62","10435",Prenzlauer Berg,"",restaurant,"","","","","",spanish,"","","","",yes,"","","",Lola's Tapas,Tu-Sa 18:00+,yes,"","",no,"52.534911","13.408556"
node/1390784409,"","","","","",restaurant,"","","","","",italian,"","","","",yes,"","","",La Pecora Nera,"",yes,"","","","52.477131","13.421184"
node/1392330615,Bayerischer Platz,"8","10779",Schöneberg,"",restaurant,"","","","","",italian,"","","","",yes,"","","",Ristorante Bella Italia,"",yes,"","",limited,"52.488081","13.339656"
node/1392695551,Innsbrucker Platz,"3","10827",Schöneberg,"",restaurant,"","","",+49 30 7819845,https://odessamama.de,ukrainian,"","","","",yes,"","","",Odessa Mama,Tu-Su 12:00-22:00,yes,"","",limited,"52.47857","13.345011"
node/1395153852,Bergmannstraße,"88","10961",Kreuzberg,"",restaurant,"","","","","",mexican,"","","","",yes,"","","",Que Pasa,"",yes,"",no,limited,"52.489283","13.393593"
node/1396537109,Marienburger Straße,"9","10405",Prenzlauer Berg,"",restaurant,"","","","",http://www.la-criolla.de/,argentinian,"","","","",yes,"",wlan,no,Casa de Empanadas,"Mo-We 11:00-16:00; Th-Fr 11:00-16:00, 17:00-21:00",yes,"","",limited,"52.534621","13.424464"
node/1396738369,"","","","","",restaurant,"","","","","",italian,"","","","","","","","",Il Porto,"","","","","","52.508998","13.222259"
node/1397070343,Rheinstraße,"49","12161",Friedenau,"",restaurant,"","","","","",asian,"","",yes,yes,yes,"","","",Asia Time,Tu-Su 12:00-22:00,yes,"","",no,"52.467441","13.331334"
node/1399712719,Rheinstraße,"43","12161",Friedenau,"",restaurant,"","","","","",chinese,"","","","","","","","",Bambus China Restaurant,"","","","",no,"52.465762","13.329658"
node/1399840488,"","","","","",restaurant,"","","","","",german,"","","","","","","","",Ruderklause,Th 16:00-22:00; Tu-Su 09:30-22:00,"","","","","52.396107","13.635982"
node/1402153810,"","","","","",restaurant,"","","","","",german,"","","","","","",no,"",Die Sattmacher,Mo-Fr 07:30-20:00; Sa-Su 08:30-20:00,"",no,"",yes,"52.569111","13.569029"
node/1403376399,Stresowplatz,"11","13597",Spandau,"",restaurant,"","","","","",indian,"","","","","","","","",Indisches Restaurant Gandhi,"Tu-Sa 16:00-22:00, Su,PH 12:00-23:00, Mo off",yes,"","",limited,"52.533095","13.205054"
node/1405850098,Jagowstraße,"13","10555",Moabit,"",restaurant,"","","","","",chinese,"","","","",yes,"","","",Master Wok's Asia Imbiss,Mo-Fr 11:30-20:30; Su 14:00-20:30; PH 14:00-21:00,yes,outside,"",no,"52.522494","13.334135"
node/1408284327,Am Kupfergraben,"6a","10117",Mitte,"",restaurant,"","","","","",german,"","",yes,yes,yes,"","","",Enzian Bayrisches Wirtshaus,Fr 13:00-21:00; Sa 13:00-22:00; Su 12:00-20:00,no,"","",no,"52.520114","13.395452"
node/1411169599,Nonnendammallee,"97","13629",Siemensstadt,"",restaurant,"","","","","",italian,"","","","","","","","",Delizie da Vito,Mo-Fr 11:00-20:30,"","","","","52.536931","13.266788"
node/1416600594,Fürstenwalder Damm,"848","12589",Rahnsdorf,"",restaurant,"","","","","",german,"","","","","","","","",Restaurant & Strand-Biergarten Fisch-Borke,"Mar-Oct Mo-Fr 12:00-21:00, Mar-Oct Sa,Su 11:00-21:00",yes,"","","","52.442936","13.676824"
node/1417433982,"","","","","",restaurant,"","","","","",german,"","","","",yes,"","","",Köpenicker Seeterrassen,Mo-Sa 11:00-18:00+; Su 10:00-18:00+,yes,"","",yes,"52.44397","13.576828"
node/1418640231,"","","","","",restaurant,"","","","","",balkan,"","","","","","","","",Adria Grill,Mo-Su 12:00-18:00+,"","","","","52.536409","13.26907"
node/1418640367,Rohrdamm,"24b","13629",Siemensstadt,"",restaurant,"","","","","",german,"","","","","","","","",Stammhaus Siemensstadt,"","","","","","52.536432","13.265289"
node/1418640368,Nonnendammallee,"83","13629",Siemensstadt,"",restaurant,"","","","","",german,"",Berliner Rouladenhaus,"","","","","","",Gasthaus Zur Quelle,"Mo-Fr,Su 11:30-22:00; Sa 09:30-22:00","","","","","52.536403","13.268053"
node/1419134525,Quellweg,"23","13629",Siemensstadt,"",restaurant,"","","","","",indian,"","",yes,only,"","","","",Swadishta,Mo-Su 12:00-22:00,"","","",no,"52.537154","13.268596"
node/1419145174,"","","","","",restaurant,"","","","","",italian,"","","","","","","","",La Pausa,"",yes,"","",yes,"52.536848","13.270872"
node/1419184044,"","","","","",restaurant,"","","","","",german,"","","","","","","","",WeinLounge,"","","","","","52.53589","13.273031"
node/1422863790,"","","","","",restaurant,"","","","","",german,"","","","","","","","",Restaurant Schweizerland,We-Su 12:00-22:00,yes,"","",limited,"52.423566","13.287121"
node/1424459100,Siemensdamm,"43","13629",Siemensstadt,"",restaurant,"","","","",http://www.dioklecijan-split.berlin/,croatian,"","","","","","","","",Dioklecian Split,"11:30-23:00; Su,PH 11:30-22:00",yes,"","",no,"52.535818","13.275713"
node/1424470087,Siemensdamm,"44","13629",Siemensstadt,"",restaurant,"","","","","",indian,"","","","","","","","",Raj Mahaal,Mo 11:30-17:00; Tu-Su 11:30-23:00,"","","",limited,"52.535893","13.275459"
node/1426226684,"","","","","",restaurant,"","","","","",italian,"","","","","","","","",Ariano,"","","","","","52.426763","13.373858"
node/1433120469,Karl-Liebknecht-Straße,"3","10178",Mitte,"",restaurant,"","","",+49 30 238280,http://www.radissonblu.de/hotel-berlin,indian,"","","","","","","","",Heat-Berlin,"",yes,"","",limited,"52.519344","13.4025"
node/1435395546,Parkaue,"32-34","10367",Lichtenberg,"",restaurant,"","","","","",german,"","","","","","","","",Gasthaus Parkblick,"Mo-Fr 13:00-18:00+, Sa-Su 15:00-18:00+","","","",no,"52.516652","13.478546"
node/1446833043,Flughafenstraße,"46","12053",Neukölln,"",restaurant,"","","","","",italian,"","","","","","","","",Lavanderia Vecchia,"Mo-Sa 12:00-15:00, Mo-Sa 19:30-24:00 ""Reservation needed""","","","",yes,"52.481511","13.426475"
node/1449538232,Schumannstraße,"14A","10117",Mitte,"",restaurant,"","","",+49 1520 7028831,"",german,"","","","","","","","",TamTam,"Mo-Fr 09:00-20:00; Sa,Su 16:30-20:00",yes,"","",no,"52.524243","13.381622"
node/1450379591,Berliner Allee,"126","13088",Weißensee,"",restaurant,"","","",+49 30 92407909,"",vietnamese,"","","","","","","","",Bambus am See,Mo-Su 11:00-22:30,"","","",yes,"52.550561","13.461875"
node/1450606522,"","","","","",restaurant,"","","","","",german,"","","","","","","","",Café & Restaurant am Petriplatz,We-Su 09:00-16:00,"",outside,"",no,"52.51292","13.403261"
node/1453702357,Uhlandstraße,"4","10623",Charlottenburg,"",restaurant,"","","","","",italian,"","","","","","","","",Latino,"Mo-Fr 11:00-01:00, Sa,Su 16:00-01:00","","","",limited,"52.507332","13.325776"
node/1453995663,Ritterstraße,"60b","10969",Kreuzberg,"",restaurant,"","","","","",italian,"","","","",yes,"","","",La Piccola,Mo-Su 10:30-23:30,yes,"","",no,"52.505403","13.397427"
node/1461549274,Tauentzienstraße,"9-12","10789",Charlottenburg,"",restaurant,"","","","","",german,"","","","","","","","",Bavarian,"","","","",yes,"52.504607","13.338057"
node/1472157629,Weserstraße,"5","12047",Neukölln,"",restaurant,"","","","","",indian,"","",yes,yes,yes,"","","",Avatar,"PH,Mo-Su 11:30-24:00",yes,"","",limited,"52.488194","13.427087"
node/1474858248,Oranienburger Straße,"69","10117",Mitte,"",restaurant,"","","",+49-30-283-27-97,"",thai,"","","",yes,yes,"","","",Kamala,"Mo-Fr 11:30-15:00,18:00-22:00; Sa 13:00-22:00",yes,"","",no,"52.524902","13.392466"
node/1478859727,Alt-Lichtenrade,"45","12305",Lichtenrade,"",restaurant,"","","","","",italian,"","",yes,yes,"","","","",La Maria,Mo-Su 12:00-23:00,"","","",yes,"52.399541","13.409987"
node/1479009873,Dircksenstraße,"93","10178",Mitte,"",restaurant,"","","","","",vietnamese,"","","",yes,yes,"","","",Viet Street,"PH,Mo-Su 12:00+",yes,"","","","52.51812","13.415415"
node/1484847608,Hedemannstraße,"31","10963",Kreuzberg,"",restaurant,"","","","","",italian,"","","","",yes,"","","",Diomira,Mo-Su 12:00-24:00,yes,"","",limited,"52.502618","13.385152"
node/1492453815,Dolgenseestraße,"11A","10319",Friedrichsfelde,"",restaurant,"","","",+49 30 5138806,https://www.marcopolo-uno.de/,italian,"","",no,yes,yes,"",no,"",Marco Polo Uno,"Mo-Su,PH 11:00-24:00",yes,separated,"",yes,"52.492934","13.50654"
node/1493300556,Kantstraße,"16","10623",Charlottenburg,"",restaurant,"","","","",http://www.trattoria-tatou.de/,italian,"","","","",yes,"","","",Cafe Tatou,Mo-Sa 11:00-23:00,yes,"","",no,"52.50577","13.326325"
node/1496184518,Bundesallee,"95","12161","","",restaurant,"","","","","",thai,"","","",yes,"","","","",Ratana,"Tu-Fr 16:00-22:00; Sa,Su 12:00-22:00","","","",yes,"52.466504","13.327983"
node/1497928844,Tegeler Straße,"29A","13353",Wedding,no,restaurant,"","","","","",korean,yes,"","",yes,yes,"",wlan,"",Chibee Chicken & Beer,Tu-Sa 12:00-22:00; Su 14:00-22:00,yes,outside,yes,limited,"52.542899","13.356168"
node/1499645480,"","","","","",restaurant,"","","","","",german,"","","","","","","","","","","","","","","52.47851","13.38091"
node/1500101512,Karl-Kunger-Straße,"69","12435",Alt-Treptow,"",restaurant,"","","","",https://www.treptowerklause.de/,international,"","",yes,yes,"","","","",Treptower Klause,We-Sa 18:00-22:00,yes,"","",limited,"52.492719","13.445177"
node/1503830457,Rhinower Straße,"10","10437",Prenzlauer Berg,"",restaurant,"","","","","",italian,"","","","","","","","",Orlando Gourmet Street Food,Tu-Sa 17:00-23:00,"","","","","52.548179","13.409637"
node/1504352637,Britzer Damm,"18","12347",Britz,"",restaurant,"","","","","",chinese,no,"",no,yes,yes,"","","",Fu Long,Tu-Su 13:00-19:00; Mo off,no,"",yes,no,"52.461497","13.434635"
node/1504568070,Sanderstraße,"10A","12047",Neukölln,"",restaurant,"","","","","",italian,"",Osteria / Weinhandel,no,yes,yes,"","","",Sippi,Mo-Su 18:00+,yes,"","",limited,"52.492305","13.425584"
node/1509659321,Pallasstraße,"21","10781",Schöneberg,"",restaurant,"","","",+49 30 81474769,"",korean,"","","",yes,yes,"","","",Ixthys,"Mo-Sa 12:00-21:30; Su, PH off",yes,no,"",limited,"52.494592","13.354395"
node/1512604659,Veteranenstraße,"10","10119",Mitte,"",restaurant,"","","","","",chinese,"","","","",yes,"","","",the Butterfly Lovers,"Tu-Th 12:00-15:30,17:30-23:00; Fr 12:00-15:30,17:30-23:59; Sa 13:00-23:59",yes,"",yes,yes,"52.533101","13.401557"
node/1522122185,Goltzstraße,"52","10781","",no,restaurant,"","","",+49 30 54716651,http://www.chichikan.de/,chinese,"","",yes,yes,yes,"","","",Chi-Chi-Kan,"Tu-Su,PH 12:00-23:00",yes,"","",no,"52.489983","13.352965"
node/1523301311,Königsberger Straße,"7","12207",Lichterfelde,"",restaurant,"","","",+49 30 76885730,"",italian,"","","","","","","","",Ristorante Al Dente,Mo-Su 12:00-23:00,"","",yes,"","52.429411","13.32255"
node/1527932647,Karl-Marx-Straße,"35","12043",Neukölln,"",restaurant,"","","","","",turkish,"","","","",yes,"","","",Gözleme,"Mo,Tu,Th-Sa 11:00-21:30; Su 12:00-21:30",yes,"","",limited,"52.484181","13.429526"
node/1531384318,Achillesstraße,"54","13125",Karow,"",restaurant,"","","","","",greek,"","","","","","","","",Zeus,"Tu-Su 12:00-23:00; PH Mo 12:00-23:00; PH +1 day Tu off ""Montag Ruhetag, außer an Feiertagen, dann Dienstag Ruhetag""","","","",yes,"52.617832","13.487012"
node/1532486903,Steglitzer Damm,"90","12169",Steglitz,"",restaurant,"","","","","",italian,"","",yes,yes,"","","","",La Ronda,Th-Tu 11:30-22:00,yes,"","",no,"52.449122","13.352447"
node/1539485160,Dönhoffstraße,"35a","10318",Karlshorst,"",restaurant,"","","","","",german,"","","",yes,yes,"","","",Böhmischer Garten,Tu-Su 12:00-21:30,yes,outside,"",no,"52.483395","13.52207"
node/1539656096,Königstraße,"10","14109","","",restaurant,"","","","","",vietnamese,"","","",only,yes,"","","",Restaurant Petit,Mo-Fr 12:00-22:00; Sa-Su 12:00-22:30,yes,"","","","52.420104","13.162675"
node/1542475731,Gundelfinger Straße,"52","10318",Karlshorst,"",restaurant,"","","","","",german,"","",no,yes,yes,"","","",Gundelfinger,Mo-Fr 11:00-23:00; Sa 15:00-23:00,yes,outside,"",yes,"52.483228","13.523749"
node/1544188651,Gleimstraße,"26","10437",Prenzlauer Berg,"",restaurant,"","","","",http://hello-vietnam-restaurant.de,vietnamese,"","","",yes,yes,"","","",Hello Việt Nam,"Mo-Fr 11:30-23:00; Sa,PH 12:00-23:00",yes,"","",limited,"52.547423","13.411769"
